Unnamed: 0,Order,PID,MS SubClass,MS Zoning,Lot Area,Street,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Exter Qual,Exter Cond,Foundation,Heating,Heating QC,Central Air,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice
72,73,531367050,60,RL,10142,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,956,1128,0,2084,2,1,4,1,Gd,8,Typ,0,Y,0,45,0,0,0,0,0,1,2010,WD ,Normal,233000
73,74,531369060,60,RL,11920,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,831,828,0,1659,2,1,3,1,Gd,8,Typ,0,Y,144,68,0,0,0,0,0,4,2010,WD ,Normal,181000
74,75,531380080,60,RL,8880,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1994,2002,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,1222,888,0,2110,2,1,3,1,Gd,8,Typ,2,Y,0,130,0,0,0,0,0,5,2010,WD ,Normal,205000
75,76,531451110,120,RL,8012,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1980,1980,Gable,CompShg,Plywood,Plywood,TA,TA,CBlock,GasA,TA,Y,923,0,0,923,2,0,2,1,TA,5,Typ,1,Y,80,0,0,0,0,0,0,5,2010,WD ,Normal,143000
76,77,531451280,60,RL,11218,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1992,1992,Gable,CompShg,Wd Sdng,Wd Sdng,Gd,TA,PConc,GasA,Ex,Y,1055,790,0,1845,2,1,3,1,Gd,8,Typ,1,Y,635,104,0,0,0,0,400,5,2010,WD ,Normal,189000
77,78,531452020,120,RL,7892,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1979,1979,Gable,CompShg,Plywood,Plywood,TA,TA,CBlock,GasA,TA,Y,918,0,0,918,2,0,2,1,TA,5,Typ,1,Y,28,0,0,0,0,0,0,4,2010,WD ,Normal,99500
78,79,531452050,120,RL,7175,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1984,1984,Gable,CompShg,Plywood,Plywood,TA,TA,CBlock,GasA,TA,Y,752,0,0,752,1,0,2,1,TA,4,Typ,0,Y,353,0,0,0,90,0,0,2,2010,WD ,Normal,125000
79,80,531452180,60,RL,9453,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,RRNe,Norm,1Fam,2Story,7,7,1993,2003,Gable,CompShg,HdBoard,HdBoard,Gd,TA,PConc,GasA,Ex,Y,1014,730,0,1744,2,1,3,1,Gd,7,Typ,0,Y,370,70,0,238,0,0,0,2,2010,WD ,Normal,194500
80,81,531453010,20,RL,9672,Pave,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5,1984,1985,Hip,CompShg,HdBoard,Plywood,TA,TA,PConc,GasA,TA,Y,1097,0,0,1097,2,0,3,1,TA,6,Typ,0,Y,0,0,0,0,0,0,0,5,2010,WD ,Normal,152000
81,82,531453040,60,RL,8400,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,6,1980,1981,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,GasA,TA,Y,888,676,0,1564,2,1,3,1,TA,7,Typ,1,Y,0,50,0,0,204,0,0,4,2010,WD ,Normal,171000
82,83,531477050,30,RH,9800,Pave,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Feedr,Norm,1Fam,1Story,5,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,TA,Fa,BrkTil,GasA,TA,N,1012,0,0,1012,1,0,2,1,TA,5,Typ,0,Y,121,0,80,0,0,0,0,4,2010,WD ,Normal,67500
83,84,532351140,90,RM,8930,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,Duplex,1.5Fin,6,5,1978,1978,Gable,CompShg,VinylSd,VinylSd,TA,TA,Slab,GasA,TA,Y,1318,584,0,1902,2,0,4,2,TA,8,Typ,0,Y,0,0,0,0,0,0,0,4,2010,WD ,Normal,112000
84,85,532354090,85,RL,11782,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,5,7,1961,1995,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,GasA,TA,Y,1155,0,0,1155,1,0,3,1,Gd,6,Min2,0,Y,192,0,0,0,0,0,400,6,2010,WD ,Normal,148000
85,86,532376160,20,RL,8450,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,5,8,1965,2009,Gable,CompShg,MetalSd,MetalSd,TA,Gd,CBlock,GasA,Ex,Y,894,0,0,894,1,0,3,1,TA,5,Typ,1,Y,416,144,0,0,0,0,0,4,2010,WD ,Normal,138500
86,87,532377060,20,RL,9819,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1967,1967,Gable,CompShg,MetalSd,MetalSd,TA,Gd,CBlock,GasA,TA,Y,900,0,0,900,1,0,3,1,TA,5,Typ,0,Y,0,0,0,0,0,0,0,2,2010,WD ,Normal,122000
87,88,532377100,20,RL,7500,Pave,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,5,1963,1963,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,GasA,Fa,Y,1040,0,0,1040,1,1,3,1,TA,5,Typ,0,Y,0,0,220,0,0,0,0,6,2010,WD ,Normal,133000
88,89,532378110,20,RL,6897,Pave,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,8,1962,2010,Gable,CompShg,HdBoard,HdBoard,TA,Gd,CBlock,GasA,Ex,Y,1040,0,0,1040,1,1,3,1,TA,6,Typ,0,Y,0,104,0,0,0,0,0,4,2010,WD ,Normal,127000
89,90,532479070,20,RL,15410,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRNe,Norm,1Fam,1Story,6,6,1974,2002,Hip,CompShg,Plywood,Plywood,TA,Gd,CBlock,GasA,Ex,Y,1494,0,0,1494,2,0,3,1,TA,7,Typ,2,Y,296,0,186,0,0,0,0,4,2010,WD ,Abnorml,169000
90,91,533130020,60,RL,10186,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1992,1992,Gable,CompShg,HdBoard,HdBoard,Gd,TA,PConc,GasA,Ex,Y,1061,862,0,1923,2,1,3,1,Gd,8,Typ,1,Y,240,39,0,0,0,0,0,6,2010,WD ,Normal,190000
91,92,533130130,60,RL,13143,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1993,1993,Gable,CompShg,HdBoard,ImStucc,Gd,TA,PConc,GasA,Ex,Y,1251,1098,0,2349,2,1,4,1,Gd,9,Typ,1,Y,32,130,0,0,0,0,0,6,2010,WD ,Normal,362500
92,93,533130160,60,RL,11134,Pave,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1992,1993,Gable,CompShg,HdBoard,HdBoard,Gd,TA,PConc,GasA,Ex,Y,1402,823,0,2225,2,1,4,1,Gd,7,Typ,1,Y,198,30,0,0,0,0,0,6,2010,WD ,Normal,285000
93,94,533205060,120,FV,4835,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,7,5,2004,2005,Gable,CompShg,MetalSd,MetalSd,Gd,TA,PConc,GasA,Ex,Y,1488,0,0,1488,2,0,2,1,Gd,6,Typ,1,Y,168,50,0,0,0,0,0,3,2010,WD ,Normal,260000
94,95,533208090,160,FV,3515,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,840,840,0,1680,2,1,2,1,Gd,3,Typ,0,Y,0,111,0,0,0,0,0,1,2010,WD ,Normal,190000
95,96,533210060,160,FV,3215,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2004,2004,Gable,CompShg,MetalSd,MetalSd,Gd,TA,PConc,GasA,Ex,Y,600,600,0,1200,2,1,2,1,Gd,4,Typ,0,Y,0,172,0,0,0,0,0,4,2010,ConLD,Normal,155000
96,97,533212010,160,FV,3182,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2004,2005,Gable,CompShg,MetalSd,MetalSd,Gd,TA,PConc,GasA,Ex,Y,600,600,0,1200,2,1,2,1,Gd,4,Typ,0,Y,0,172,0,0,0,0,0,6,2010,WD ,Normal,151000
97,98,533212020,160,FV,2544,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,2004,2005,Gable,CompShg,MetalSd,MetalSd,Gd,TA,PConc,GasA,Ex,Y,600,600,0,1200,2,1,2,1,Gd,4,Typ,0,Y,0,172,0,0,0,0,0,2,2010,WD ,Normal,149500
98,99,533212060,160,FV,2544,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,600,636,0,1236,2,1,2,1,Gd,4,Typ,0,Y,0,166,0,0,0,0,0,5,2010,WD ,Normal,152000
99,100,533213030,20,FV,4403,Pave,IR2,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2009,2009,Gable,CompShg,MetalSd,MetalSd,Ex,TA,PConc,GasA,Ex,Y,1478,0,0,1478,2,1,2,1,Gd,7,Typ,1,Y,0,144,0,0,0,0,0,6,2010,New,Partial,222000
100,101,533221090,160,FV,2117,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,6,5,2000,2000,Gable,CompShg,MetalSd,MetalSd,Gd,TA,PConc,GasA,Ex,Y,769,804,0,1573,2,1,3,1,Gd,5,Typ,0,Y,0,32,0,0,0,0,0,6,2010,WD ,Normal,177500
101,102,533221110,160,FV,2980,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2000,2000,Gable,CompShg,MetalSd,MetalSd,Gd,TA,PConc,GasA,Ex,Y,756,756,0,1512,2,1,2,1,Gd,5,Typ,0,Y,0,32,0,0,0,0,0,5,2010,WD ,Normal,177000
102,103,533223020,160,FV,2572,Pave,Reg,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,1999,1999,Hip,CompShg,MetalSd,MetalSd,Gd,TA,PConc,GasA,Ex,Y,696,720,0,1416,2,1,3,1,Gd,6,Typ,0,Y,0,44,0,0,0,0,0,5,2010,WD ,Normal,155000
103,104,533223100,160,FV,2403,Pave,IR1,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,530,550,0,1080,2,1,2,1,Gd,4,Typ,0,Y,0,50,0,0,0,0,0,6,2010,WD ,Normal,147110
104,105,533238045,20,FV,12853,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2010,2010,Gable,CompShg,CemntBd,CmentBd,Gd,TA,PConc,GasA,Ex,Y,1418,0,0,1418,1,1,1,1,Gd,6,Typ,1,Y,160,192,0,224,0,0,0,4,2010,New,Partial,267916
105,106,533244030,60,FV,7379,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,975,873,0,1848,2,1,3,1,Gd,7,Typ,1,Y,280,184,0,0,0,0,0,4,2010,WD ,Normal,254000
106,107,533253060,120,RL,4420,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Greens,Norm,Norm,TwnhsE,1Story,8,5,1980,1980,Gable,CompShg,Wd Sdng,Wd Sdng,Gd,TA,CBlock,GasA,TA,Y,788,0,0,788,1,0,1,1,Gd,3,Typ,1,Y,133,42,0,0,0,0,0,6,2010,WD ,Normal,155000
107,108,533253210,120,RL,3880,Pave,IR1,Lvl,AllPub,Inside,Gtl,Greens,Norm,Norm,Twnhs,1Story,8,6,1978,1978,Gable,CompShg,Wd Sdng,Plywood,Gd,TA,CBlock,GasA,TA,Y,1226,0,0,1226,1,0,1,1,Gd,4,Typ,1,Y,223,78,0,0,0,0,0,1,2010,WD ,Normal,206000
108,109,533352170,60,RL,13517,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRAe,Norm,1Fam,2Story,6,8,1976,2005,Gable,CompShg,HdBoard,Plywood,Gd,TA,CBlock,GasA,Ex,Y,725,754,0,1479,2,1,3,1,Gd,6,Typ,0,Y,0,44,0,0,0,0,0,3,2010,WD ,Normal,130500
109,110,534102025,20,FV,8000,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,1492,0,0,1492,2,0,3,1,Gd,6,Typ,1,Y,277,137,0,0,0,0,0,4,2010,WD ,Normal,230000
110,111,534129040,20,RL,10456,Pave,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,1967,1967,Hip,CompShg,HdBoard,HdBoard,TA,TA,CBlock,GasA,Gd,Y,1829,0,0,1829,2,0,4,1,TA,8,Typ,0,Y,0,76,0,0,0,0,0,5,2010,WD ,Normal,218500
111,112,534151175,60,RL,10791,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,5,1993,1993,Gable,CompShg,MetalSd,MetalSd,TA,TA,PConc,GasA,Ex,Y,1280,1215,0,2495,2,1,4,1,Gd,9,Typ,1,Y,224,32,0,0,0,0,0,3,2010,WD ,Normal,243500
112,113,534152050,20,RL,10603,Pave,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,7,1977,2001,Gable,CompShg,Plywood,Plywood,TA,TA,PConc,GasA,Gd,Y,1610,0,0,1610,2,0,3,1,Gd,6,Typ,2,Y,168,68,0,0,0,0,0,2,2010,WD ,Normal,205000
113,114,534152070,50,RL,18837,Pave,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1.5Fin,6,5,1978,1978,Gable,CompShg,MetalSd,MetalSd,TA,TA,PConc,GasA,TA,Y,1287,604,0,1891,3,0,3,1,TA,7,Typ,1,Y,0,69,0,0,0,0,0,4,2010,WD ,Normal,212500
114,115,534152100,60,RL,10421,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,5,1988,1988,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,GasA,TA,Y,980,734,0,1714,2,1,3,1,TA,7,Typ,1,Y,228,66,156,0,0,0,500,3,2010,WD ,Normal,196500
115,116,534176060,20,RL,9360,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,7,1972,2006,Hip,CompShg,Plywood,Plywood,TA,TA,CBlock,GasA,TA,Y,1381,0,0,1381,1,1,3,1,Gd,5,Typ,1,Y,0,0,0,0,0,0,0,3,2010,WD ,Normal,197500
116,117,534176230,60,RL,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,6,1971,1971,Gable,CompShg,MetalSd,MetalSd,TA,TA,CBlock,GasA,TA,Y,930,715,0,1645,1,2,4,1,TA,7,Typ,0,Y,0,78,0,0,0,0,0,6,2010,WD ,Normal,171000
117,118,534202160,20,RL,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1966,1966,Hip,CompShg,VinylSd,VinylSd,TA,TA,CBlock,GasA,TA,Y,1232,0,0,1232,1,1,3,1,TA,6,Typ,0,Y,0,224,0,0,0,0,0,4,2010,WD ,Normal,142250
118,119,534251320,20,RL,9790,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,1Story,6,5,1963,1963,Hip,CompShg,HdBoard,HdBoard,TA,TA,CBlock,GasA,TA,Y,1328,0,0,1328,1,1,3,1,TA,6,Typ,2,Y,0,26,0,0,0,0,0,6,2010,WD ,Normal,143000
119,120,534276360,20,RL,9320,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1959,1959,Gable,CompShg,Plywood,Plywood,TA,TA,CBlock,GasA,Fa,Y,1225,0,0,1225,1,1,3,1,TA,6,Typ,0,Y,352,0,0,0,0,0,400,1,2010,WD ,Normal,128950
120,121,534401110,20,RL,9900,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1966,1966,Hip,CompShg,HdBoard,HdBoard,TA,TA,PConc,GasA,Gd,Y,1209,0,0,1209,1,0,3,1,TA,6,Typ,0,Y,0,0,120,0,0,0,0,4,2010,ConLD,Normal,159000
121,122,534401140,20,RL,9680,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1967,1967,Gable,CompShg,Wd Sdng,Plywood,TA,TA,CBlock,GasA,Ex,Y,1510,0,0,1510,2,0,3,1,Gd,6,Typ,0,Y,0,40,0,0,204,0,0,4,2010,WD ,Normal,178900
122,123,534403360,80,RL,10600,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,5,1964,1964,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,GasA,TA,Y,1131,644,0,1775,2,0,3,1,TA,8,Typ,0,Y,0,172,0,0,0,0,0,5,2010,COD,Family,136300
123,124,534403410,80,RL,14112,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,7,1964,1964,Hip,CompShg,Wd Sdng,HdBoard,TA,TA,PConc,GasA,TA,Y,1152,0,0,1152,1,0,3,1,TA,6,Typ,1,Y,227,0,0,0,0,0,0,4,2010,WD ,Normal,180500
124,125,534425310,85,RL,8800,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,SFoyer,6,7,1963,1963,Gable,CompShg,MetalSd,MetalSd,TA,Gd,PConc,GasA,Ex,Y,1054,0,0,1054,1,0,3,1,Gd,6,Typ,0,Y,120,0,0,0,0,0,0,5,2010,WD ,Abnorml,137500
125,126,534427010,90,RL,13260,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,6,1962,2001,Hip,CompShg,HdBoard,HdBoard,TA,TA,CBlock,GasA,TA,Y,1728,0,0,1728,2,0,6,2,TA,10,Typ,0,Y,0,0,0,0,0,0,0,1,2010,Oth,Abnorml,84900
126,127,534430080,20,RL,9717,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1950,1996,Hip,CompShg,MetalSd,MetalSd,TA,TA,CBlock,GasA,Gd,Y,1078,0,0,1078,1,0,2,1,Gd,5,Typ,0,Y,366,0,112,0,0,0,0,4,2010,WD ,Normal,142125
127,128,534431050,50,RL,9724,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,5,7,1952,2002,Gable,CompShg,MetalSd,MetalSd,Gd,TA,CBlock,GasA,Gd,Y,1929,532,0,2461,2,0,3,1,TA,7,Min2,2,Y,0,0,0,0,0,0,0,3,2010,WD ,Normal,197600
128,129,534431070,50,RL,17360,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,6,6,1949,1950,Gable,CompShg,MetalSd,MetalSd,TA,Gd,CBlock,GasA,TA,Y,1019,537,0,1556,2,0,3,1,TA,6,Typ,1,Y,0,0,150,0,0,0,0,1,2010,WD ,Normal,172500
129,130,534450180,20,RL,7207,Pave,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,7,1958,2008,Gable,CompShg,Wd Sdng,Plywood,TA,Gd,CBlock,GasA,Gd,Y,858,0,0,858,1,0,2,1,TA,4,Typ,0,Y,117,0,0,0,0,0,0,2,2010,WD ,Normal,116500
130,131,534451150,30,RL,5350,Pave,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,3,2,1940,1966,Gable,CompShg,Wd Sdng,Plywood,TA,Po,CBlock,GasA,Ex,Y,1306,0,0,1306,1,0,3,1,Fa,6,Mod,0,Y,263,0,0,0,0,0,450,5,2010,WD ,Normal,76500
131,132,534475100,20,RL,9920,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1954,1954,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,GasA,TA,Y,1063,0,0,1063,1,0,3,1,TA,6,Typ,0,Y,0,0,164,0,0,0,0,2,2010,WD ,Normal,128000
132,133,534476260,80,RL,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,6,1955,1972,Gable,CompShg,AsbShng,AsbShng,TA,TA,CBlock,GasA,Ex,Y,1520,0,0,1520,1,0,3,1,TA,7,Typ,2,Y,0,0,189,0,0,0,0,3,2010,WD ,Normal,153000
133,134,534479320,20,RL,7800,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1954,1954,Gable,CompShg,HdBoard,HdBoard,TA,TA,PConc,GasA,Gd,Y,1268,0,0,1268,1,0,2,1,TA,7,Typ,1,Y,0,98,0,0,0,0,0,3,2010,WD ,Normal,132000
134,135,535101020,85,RL,11380,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SFoyer,6,8,1966,2008,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,GasA,Gd,Y,1128,0,0,1128,1,0,2,1,Gd,5,Typ,1,Y,238,0,0,0,0,0,1500,1,2010,WD ,Normal,178000
135,136,535106190,90,RL,11600,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,Duplex,2Story,5,5,1960,1960,Gable,CompShg,MetalSd,MetalSd,TA,TA,CBlock,GasA,TA,Y,1105,1169,0,2274,2,0,5,2,TA,12,Typ,0,Y,0,0,0,0,0,0,0,1,2010,WD ,Normal,154300
136,137,535125010,20,RL,19900,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosA,Norm,1Fam,1Story,7,5,1970,1989,Gable,CompShg,Plywood,Plywood,TA,TA,CBlock,GasA,TA,Y,2207,0,0,2207,2,0,3,1,TA,7,Min1,1,Y,301,0,0,0,0,0,0,7,2010,WD ,Normal,180000
137,138,535126040,20,RL,16492,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,PosA,Norm,1Fam,1Story,6,6,1966,2002,Gable,CompShg,BrkFace,Plywood,Gd,TA,CBlock,GasA,Ex,Y,1888,0,0,1888,2,1,2,1,Gd,6,Mod,1,Y,0,0,0,0,0,0,0,6,2010,WD ,Normal,190000
138,139,535152010,90,RL,8267,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,Duplex,1Story,5,5,1958,1958,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,GasA,TA,Y,1604,0,0,1604,2,0,4,2,TA,8,Typ,0,Y,42,0,0,0,0,0,0,3,2010,WD ,Normal,135000
139,140,535152050,20,RL,8197,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,5,2003,2009,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,1480,0,0,1480,2,0,3,1,Gd,7,Typ,0,Y,252,73,0,0,0,0,300,2,2010,WD ,Normal,214000
140,141,535152130,20,RL,8050,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,1959,Hip,CompShg,MetalSd,MetalSd,TA,TA,CBlock,GasA,TA,Y,1143,0,0,1143,1,0,3,1,TA,6,Typ,0,Y,0,0,0,0,0,0,0,5,2010,WD ,Normal,136000
141,142,535152150,20,RL,10552,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,1959,Hip,CompShg,BrkFace,BrkFace,TA,TA,CBlock,GasA,Gd,Y,1700,0,0,1700,1,1,4,1,Gd,6,Typ,1,Y,0,38,0,0,0,0,0,4,2010,WD ,Normal,165500
142,143,535152250,20,RL,8400,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1957,1957,Gable,CompShg,MetalSd,MetalSd,TA,Gd,CBlock,GasA,TA,Y,1314,0,0,1314,1,0,3,1,TA,5,Typ,0,Y,250,0,0,0,0,0,0,6,2010,WD ,Normal,145000
143,144,535153070,20,RL,8760,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1959,1959,Hip,CompShg,MetalSd,MetalSd,TA,TA,CBlock,GasA,TA,Y,1194,0,0,1194,1,0,3,1,TA,6,Typ,0,Y,0,0,120,0,0,0,0,4,2010,WD ,Normal,148000
144,145,535154050,20,RL,12160,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,1959,Hip,CompShg,Plywood,Plywood,TA,TA,CBlock,GasA,Fa,Y,1188,0,0,1188,1,0,3,1,TA,6,Typ,0,Y,0,0,0,0,0,0,0,5,2010,COD,Abnorml,142000
145,146,535175070,20,RL,9300,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,5,1960,1960,Gable,CompShg,MetalSd,HdBoard,TA,TA,CBlock,GasA,TA,Y,1264,0,0,1264,1,0,3,1,TA,6,Typ,2,Y,0,0,0,0,143,0,0,4,2010,WD ,Normal,167500
146,147,535175180,20,RL,10725,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,1959,Hip,CompShg,MetalSd,MetalSd,TA,TA,CBlock,GasA,Fa,Y,1206,0,0,1206,1,0,3,1,TA,6,Typ,0,Y,0,21,0,0,0,0,0,5,2010,WD ,Normal,108538
